no,name,base_name,costume,rarity,weapon_type,cover,role,position,class_type,school,attack_type,defense_type,street_adaptation,outdoor_adaptation,indoor_adaptation,range,equipment1,equipment2,equipment3,recruit_type,obtain_type,icon_file,icon_label,wiki_url
165,ツクヨ（ドレス）,ツクヨ,ドレス,★3,SMG,×,STRIKER,FRONT,タンク,百鬼夜行,貫通,軽装備,5D,1S,3B,350,シューズ,バッジ,ネックレス,○,-,icon/ツクヨ（ドレス）.png,ツクヨ（ドレス）,https://bluearchive.wikiru.jp/?%E3%83%84%E3%82%AF%E3%83%A8%EF%BC%88%E3%83%89%E3%83%AC%E3%82%B9%EF%BC%89
166,ツバキ（ガイド）,ツバキ,ガイド,★3,SMG,×,SPECIAL,BACK,サポーター,百鬼夜行,貫通,重装甲,5D,1S,3B,1000,シューズ,バッジ,ネックレス,○,-,icon/ツバキ（ガイド）.png,ツバキ（ガイド）,https://bluearchive.wikiru.jp/?%E3%83%84%E3%83%90%E3%82%AD%EF%BC%88%E3%82%AC%E3%82%A4%E3%83%89%EF%BC%89
167,ツルギ,ツルギ,,★3,SG,×,STRIKER,FRONT,アタッカー,トリニティ,貫通,重装甲,5D,3B,1S,450,グローブ,バッグ,お守り,●,○,icon/ツルギ.png,ツルギ,https://bluearchive.wikiru.jp/?%E3%83%84%E3%83%AB%E3%82%AE
168,トキ,トキ,,★3,AR,×,STRIKER,MIDDLE,アタッカー,ミレニアム,爆発,弾力装甲,1S,5D,3B,650,帽子,ヘアピン,腕時計,◇,-,icon/トキ.png,トキ,https://bluearchive.wikiru.jp/?%E3%83%88%E3%82%AD
169,トキ（バニーガール）,トキ,バニーガール,★3,AR,○,STRIKER,MIDDLE,アタッカー,ミレニアム,爆発,軽装備,3B,1S,5D,650,帽子,ヘアピン,腕時計,○,-,icon/トキ（バニーガール）.png,トキ（バニーガール）,https://bluearchive.wikiru.jp/?%E3%83%88%E3%82%AD%EF%BC%88%E3%83%90%E3%83%8B%E3%83%BC%E3%82%AC%E3%83%BC%E3%83%AB%EF%BC%89
170,トモエ（チーパオ）,トモエ,チーパオ,★3,SR,×,SPECIAL,BACK,サポーター,レッドウィンター,神秘,特殊装甲,5D,3B,1S,1000,シューズ,バッジ,ネックレス,○,-,icon/トモエ（チーパオ）.png,トモエ（チーパオ）,https://bluearchive.wikiru.jp/?%E3%83%88%E3%83%A2%E3%82%A8%EF%BC%88%E3%83%81%E3%83%BC%E3%83%91%E3%82%AA%EF%BC%89
171,ナギサ,ナギサ,,★3,HG,×,SPECIAL,BACK,アタッカー,トリニティ,爆発,重装甲,5D,3B,1S,1000,帽子,バッグ,腕時計,◇,-,icon/ナギサ.png,ナギサ,https://bluearchive.wikiru.jp/?%E3%83%8A%E3%82%AE%E3%82%B5
172,ナギサ（水着）,ナギサ,水着,★3,HG,×,SPECIAL,BACK,サポーター,トリニティ,振動,弾力装甲,1S,2A,5D,1000,シューズ,バッグ,腕時計,☆,-,icon/ナギサ（水着）.png,ナギサ（水着）,https://bluearchive.wikiru.jp/?%E3%83%8A%E3%82%AE%E3%82%B5%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
173,ナグサ,ナグサ,,★3,SR,×,STRIKER,BACK,アタッカー,百鬼夜行,振動,弾力装甲,1S,3B,5D,750,帽子,ヘアピン,腕時計,○,-,icon/ナグサ_icon2.png,ナグサ_icon2,https://bluearchive.wikiru.jp/?%E3%83%8A%E3%82%B0%E3%82%B5
174,ナグサ（水着）,ナグサ,水着,★3,SR,×,STRIKER,BACK,サポーター,百鬼夜行,爆発,重装甲,5D,1S,3B,750,グローブ,ヘアピン,腕時計,○,-,icon/ナグサ（水着）.png,ナグサ（水着）,https://bluearchive.wikiru.jp/?%E3%83%8A%E3%82%B0%E3%82%B5%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
175,ナツ,ナツ,,★3,SMG,×,STRIKER,FRONT,タンク,トリニティ,神秘,重装甲,5D,3B,1S,350,シューズ,バッグ,お守り,●,○,icon/ナツ.png,ナツ,https://bluearchive.wikiru.jp/?%E3%83%8A%E3%83%84
176,ナツ（バンド）,ナツ,バンド,★3,SMG,○,STRIKER,FRONT,ヒーラー,トリニティ,爆発,特殊装甲,3B,1S,5D,550,グローブ,ヘアピン,ネックレス,○,-,icon/ナツ（バンド）.png,ナツ（バンド）,https://bluearchive.wikiru.jp/?%E3%83%8A%E3%83%84%EF%BC%88%E3%83%90%E3%83%B3%E3%83%89%EF%BC%89
177,ニコ,ニコ,,★3,SG,×,STRIKER,FRONT,サポーター,SRT,爆発,弾力装甲,1S,5D,3B,650,シューズ,ヘアピン,腕時計,◇,-,icon/ニコ.png,ニコ,https://bluearchive.wikiru.jp/?%E3%83%8B%E3%82%B3
178,ニヤ,ニヤ,,★3,HG,×,SPECIAL,BACK,アタッカー,百鬼夜行,振動,重装甲,1S,5D,3B,1000,帽子,ヘアピン,腕時計,○,-,icon/ニヤ.png,ニヤ,https://bluearchive.wikiru.jp/?%E3%83%8B%E3%83%A4
179,ネル,ネル,,★3,SMG,○,STRIKER,FRONT,アタッカー,ミレニアム,貫通,軽装備,5D,1S,3B,450,帽子,バッジ,お守り,●,○,icon/ネル.png,ネル,https://bluearchive.wikiru.jp/?%E3%83%8D%E3%83%AB
180,ネル（バニーガール）,ネル,バニーガール,★3,SMG,○,STRIKER,FRONT,タンク,ミレニアム,爆発,重装甲,3B,1S,5D,450,シューズ,バッグ,お守り,◇,-,icon/ネル（バニーガール）.png,ネル（バニーガール）,https://bluearchive.wikiru.jp/?%E3%83%8D%E3%83%AB%EF%BC%88%E3%83%90%E3%83%8B%E3%83%BC%E3%82%AC%E3%83%BC%E3%83%AB%EF%BC%89
181,ネル（制服）,ネル,制服,★3,SMG,○,STRIKER,FRONT,アタッカー,ミレニアム,貫通,弾力装甲,1S,2A,5D,550,帽子,バッグ,腕時計,☆,-,icon/ネル（制服）.png,ネル（制服）,https://bluearchive.wikiru.jp/?%E3%83%8D%E3%83%AB%EF%BC%88%E5%88%B6%E6%9C%8D%EF%BC%89
182,ノア,ノア,,★3,HG,○,STRIKER,MIDDLE,サポーター,ミレニアム,神秘,特殊装甲,5D,3B,1S,550,シューズ,ヘアピン,お守り,○,-,icon/ノア.png,ノア,https://bluearchive.wikiru.jp/?%E3%83%8E%E3%82%A2
183,ノア（パジャマ）,ノア,パジャマ,★3,HG,○,STRIKER,MIDDLE,アタッカー,ミレニアム,貫通,軽装備,3B,1S,5D,550,グローブ,ヘアピン,腕時計,○,-,icon/ノア（パジャマ）.png,ノア（パジャマ）,https://bluearchive.wikiru.jp/?%E3%83%8E%E3%82%A2%EF%BC%88%E3%83%91%E3%82%B8%E3%83%A3%E3%83%9E%EF%BC%89
184,ノゾミ,ノゾミ,,★3,HG,○,STRIKER,MIDDLE,アタッカー,ハイランダー,振動,軽装備,5D,3B,1S,550,帽子,ヘアピン,腕時計,◇,-,icon/ノゾミ.png,ノゾミ,https://bluearchive.wikiru.jp/?%E3%83%8E%E3%82%BE%E3%83%9F
185,ノドカ（温泉）,ノドカ,温泉,★3,SMG,×,SPECIAL,BACK,ヒーラー,レッドウィンター,爆発,特殊装甲,3B,5D,1S,1000,シューズ,ヘアピン,ネックレス,●,○,icon/ノドカ（温泉）.png,ノドカ（温泉）,https://bluearchive.wikiru.jp/?%E3%83%8E%E3%83%89%E3%82%AB%EF%BC%88%E6%B8%A9%E6%B3%89%EF%BC%89
186,ノノミ（水着）,ノノミ,水着,★3,MG,×,STRIKER,BACK,アタッカー,アビドス,爆発,特殊装甲,1S,5D,3B,750,帽子,ヘアピン,腕時計,○,-,icon/ノノミ（水着）.png,ノノミ（水着）,https://bluearchive.wikiru.jp/?%E3%83%8E%E3%83%8E%E3%83%9F%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
187,ハスミ（水着）,ハスミ,水着,★3,SR,○,STRIKER,BACK,アタッカー,トリニティ,貫通,軽装備,5D,1S,3B,750,帽子,ヘアピン,腕時計,◇,-,icon/ハスミ（水着）.png,ハスミ（水着）,https://bluearchive.wikiru.jp/?%E3%83%8F%E3%82%B9%E3%83%9F%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
188,ハナエ（クリスマス）,ハナエ,クリスマス,★3,AR,×,SPECIAL,BACK,ヒーラー,トリニティ,神秘,特殊装甲,3B,5D,1S,1000,シューズ,バッグ,ネックレス,○,-,icon/ハナエ（クリスマス）.png,ハナエ（クリスマス）,https://bluearchive.wikiru.jp/?%E3%83%8F%E3%83%8A%E3%82%A8%EF%BC%88%E3%82%AF%E3%83%AA%E3%82%B9%E3%83%9E%E3%82%B9%EF%BC%89
189,ハナコ（水着）,ハナコ,水着,★3,AR,○,STRIKER,MIDDLE,アタッカー,トリニティ,振動,重装甲,1S,2A,5D,650,帽子,ヘアピン,腕時計,★,-,icon/ハナコ（水着）.png,ハナコ（水着）,https://bluearchive.wikiru.jp/?%E3%83%8F%E3%83%8A%E3%82%B3%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
190,ハルカ（正月）,ハルカ,正月,★3,SG,×,SPECIAL,BACK,サポーター,ゲヘナ,爆発,軽装備,4C,1S,4C,1000,シューズ,バッグ,腕時計,○,-,icon/ハルカ（正月）.png,ハルカ（正月）,https://bluearchive.wikiru.jp/?%E3%83%8F%E3%83%AB%E3%82%AB%EF%BC%88%E6%AD%A3%E6%9C%88%EF%BC%89
191,ハルカ（ドレス）,ハルカ,ドレス,★3,SG,×,STRIKER,FRONT,アタッカー,ゲヘナ,爆発,軽装備,1S,3B,5D,450,グローブ,ヘアピン,腕時計,○,-,icon/ハルカ（ドレス）.png,ハルカ（ドレス）,https://bluearchive.wikiru.jp/?%E3%83%8F%E3%83%AB%E3%82%AB%EF%BC%88%E3%83%89%E3%83%AC%E3%82%B9%EF%BC%89
192,ハルナ,ハルナ,,★3,SR,○,STRIKER,BACK,アタッカー,ゲヘナ,神秘,重装甲,1S,5D,3B,750,帽子,ヘアピン,腕時計,●,○,icon/ハルナ.png,ハルナ,https://bluearchive.wikiru.jp/?%E3%83%8F%E3%83%AB%E3%83%8A
193,ハルナ（正月）,ハルナ,正月,★3,SR,○,STRIKER,BACK,アタッカー,ゲヘナ,爆発,軽装備,5D,1S,3B,750,グローブ,ヘアピン,腕時計,◇,-,icon/ハルナ（正月）.png,ハルナ（正月）,https://bluearchive.wikiru.jp/?%E3%83%8F%E3%83%AB%E3%83%8A%EF%BC%88%E6%AD%A3%E6%9C%88%EF%BC%89
194,ハルナ（体操服）,ハルナ,体操服,★3,SR,×,SPECIAL,BACK,ヒーラー,ゲヘナ,振動,重装甲,1S,3B,5D,1000,シューズ,バッグ,ネックレス,○,-,icon/ハルナ（体操服）.png,ハルナ（体操服）,https://bluearchive.wikiru.jp/?%E3%83%8F%E3%83%AB%E3%83%8A%EF%BC%88%E4%BD%93%E6%93%8D%E6%9C%8D%EF%BC%89
195,ハレ（キャンプ）,ハレ,キャンプ,★3,AR,○,STRIKER,MIDDLE,サポーター,ミレニアム,爆発,軽装備,5D,1S,3B,650,帽子,ヘアピン,お守り,○,-,icon/ハレ（キャンプ）.png,ハレ（キャンプ）,https://bluearchive.wikiru.jp/?%E3%83%8F%E3%83%AC%EF%BC%88%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%97%EF%BC%89
196,ヒカリ,ヒカリ,,★3,HG,○,STRIKER,MIDDLE,サポーター,ハイランダー,振動,軽装備,5D,3B,1S,550,グローブ,ヘアピン,お守り,◇,-,icon/ヒカリ.png,ヒカリ,https://bluearchive.wikiru.jp/?%E3%83%92%E3%82%AB%E3%83%AA
197,ヒナ,ヒナ,,★3,MG,×,STRIKER,BACK,アタッカー,ゲヘナ,爆発,重装甲,1S,4C,4C,750,帽子,ヘアピン,腕時計,●,○,icon/ヒナ.png,ヒナ,https://bluearchive.wikiru.jp/?%E3%83%92%E3%83%8A
198,ヒナ（水着）,ヒナ,水着,★3,MG,×,STRIKER,BACK,アタッカー,ゲヘナ,爆発,重装甲,3B,1S,5D,750,帽子,ヘアピン,腕時計,◇,-,icon/ヒナ（水着）.png,ヒナ（水着）,https://bluearchive.wikiru.jp/?%E3%83%92%E3%83%8A%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
199,ヒナ（ドレス）,ヒナ,ドレス,★3,MG,×,STRIKER,BACK,アタッカー,ゲヘナ,爆発,弾力装甲,5D,2A,1S,750,帽子,バッジ,腕時計,★,-,icon/ヒナ（ドレス）.png,ヒナ（ドレス）,https://bluearchive.wikiru.jp/?%E3%83%92%E3%83%8A%EF%BC%88%E3%83%89%E3%83%AC%E3%82%B9%EF%BC%89
200,ヒナタ,ヒナタ,,★3,HG,○,STRIKER,MIDDLE,アタッカー,トリニティ,神秘,重装甲,5D,1S,3B,650,帽子,ヘアピン,腕時計,○,○,icon/ヒナタ.png,ヒナタ,https://bluearchive.wikiru.jp/?%E3%83%92%E3%83%8A%E3%82%BF
201,ヒナタ（水着）,ヒナタ,水着,★3,HG,×,SPECIAL,BACK,アタッカー,トリニティ,爆発,軽装備,5D,1S,3B,1000,帽子,バッグ,腕時計,◇,-,icon/ヒナタ（水着）.png,ヒナタ（水着）,https://bluearchive.wikiru.jp/?%E3%83%92%E3%83%8A%E3%82%BF%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
202,ヒビキ,ヒビキ,,★3,MT,×,SPECIAL,BACK,アタッカー,ミレニアム,爆発,重装甲,1S,3B,3B,1000,帽子,ヘアピン,腕時計,●,○,icon/ヒビキ.png,ヒビキ,https://bluearchive.wikiru.jp/?%E3%83%92%E3%83%93%E3%82%AD
203,ヒフミ,ヒフミ,,★3,AR,○,STRIKER,MIDDLE,サポーター,トリニティ,貫通,軽装備,5D,1S,3B,650,シューズ,ヘアピン,ネックレス,●,○,icon/ヒフミ.png,ヒフミ,https://bluearchive.wikiru.jp/?%E3%83%92%E3%83%95%E3%83%9F
204,ヒフミ（水着）,ヒフミ,水着,★3,AR,×,SPECIAL,BACK,T.S,トリニティ,貫通,重装甲,5D,3B,1S,1000,帽子,ヘアピン,腕時計,●,○,icon/ヒフミ_水着.png,ヒフミ_水着,https://bluearchive.wikiru.jp/?%E3%83%92%E3%83%95%E3%83%9F%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
205,ヒマリ,ヒマリ,,★3,HG,×,SPECIAL,BACK,サポーター,ミレニアム,貫通,軽装備,1S,3B,5D,1000,シューズ,ヘアピン,腕時計,○,-,icon/ヒマリ.png,ヒマリ,https://bluearchive.wikiru.jp/?%E3%83%92%E3%83%9E%E3%83%AA
206,ヒマリ（臨戦）,ヒマリ,臨戦,★3,HG,×,SPECIAL,BACK,T.S,ミレニアム,貫通,弾力装甲,3B,5D,1S,1000,シューズ,ヘアピン,ネックレス,◇,-,icon/ヒマリ（臨戦）.png,ヒマリ（臨戦）,https://bluearchive.wikiru.jp/?%E3%83%92%E3%83%9E%E3%83%AA%EF%BC%88%E8%87%A8%E6%88%A6%EF%BC%89
207,ヒヨリ,ヒヨリ,,★3,SR,×,SPECIAL,BACK,サポーター,アリウス,爆発,軽装備,3B,5D,1S,1000,グローブ,バッグ,腕時計,○,○,icon/ヒヨリ.png,ヒヨリ,https://bluearchive.wikiru.jp/?%E3%83%92%E3%83%A8%E3%83%AA
208,ヒヨリ（水着）,ヒヨリ,水着,★3,SR,○,STRIKER,BACK,アタッカー,アリウス,貫通,重装甲,5D,1S,3B,750,帽子,ヘアピン,腕時計,◇,-,icon/ヒヨリ（水着）.png,ヒヨリ（水着）,https://bluearchive.wikiru.jp/?%E3%83%92%E3%83%A8%E3%83%AA%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
209,フィーナ（ガイド）,フィーナ,ガイド,★3,MG,×,SPECIAL,BACK,アタッカー,百鬼夜行,爆発,重装甲,5D,1S,3B,1000,帽子,ヘアピン,腕時計,○,-,icon/フィーナ（ガイド）.png,フィーナ（ガイド）,https://bluearchive.wikiru.jp/?%E3%83%95%E3%82%A3%E3%83%BC%E3%83%8A%EF%BC%88%E3%82%AC%E3%82%A4%E3%83%89%EF%BC%89
210,フウカ（正月）,フウカ,正月,★3,SMG,×,SPECIAL,BACK,サポーター,ゲヘナ,貫通,特殊装甲,3B,5D,1S,1000,シューズ,バッジ,ネックレス,◇,-,icon/フウカ（正月）.png,フウカ（正月）,https://bluearchive.wikiru.jp/?%E3%83%95%E3%82%A6%E3%82%AB%EF%BC%88%E6%AD%A3%E6%9C%88%EF%BC%89
211,フブキ（水着）,フブキ,水着,★3,SR,×,SPECIAL,BACK,アタッカー,ヴァルキューレ,爆発,重装甲,3B,1S,5D,1000,帽子,バッグ,腕時計,○,-,icon/フブキ（水着）.png,フブキ（水着）,https://bluearchive.wikiru.jp/?%E3%83%95%E3%83%96%E3%82%AD%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
212,フユ,フユ,,★3,HG,○,STRIKER,MIDDLE,サポーター,ワイルドハント,振動,特殊装甲,1S,5D,3B,550,グローブ,バッジ,ネックレス,○,-,icon/フユ.png,フユ,https://bluearchive.wikiru.jp/?%E3%83%95%E3%83%A6
213,ホシノ,ホシノ,,★3,SG,×,STRIKER,FRONT,タンク,アビドス,貫通,重装甲,5D,1S,3B,350,シューズ,バッグ,お守り,●,○,icon/ホシノ.png,ホシノ,https://bluearchive.wikiru.jp/?%E3%83%9B%E3%82%B7%E3%83%8E
214,ホシノ（水着）,ホシノ,水着,★3,SG,×,STRIKER,FRONT,サポーター,アビドス,爆発,特殊装甲,1S,2A,5D,450,シューズ,バッグ,お守り,★,-,icon/ホシノ（水着）.png,ホシノ（水着）,https://bluearchive.wikiru.jp/?%E3%83%9B%E3%82%B7%E3%83%8E%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
215,ホシノ（臨戦）,ホシノ,臨戦,★3,SG,×,STRIKER,FRONT,タンク,アビドス,神秘,重装甲,2A,1S,5D,350,帽子,バッグ,腕時計,☆,-,icon/ホシノ（臨戦）防御型.png,ホシノ（臨戦）防御型,https://bluearchive.wikiru.jp/?%E3%83%9B%E3%82%B7%E3%83%8E%EF%BC%88%E8%87%A8%E6%88%A6%EF%BC%89
216,ホシノ（臨戦）,ホシノ,臨戦,★3,SG,×,STRIKER,FRONT,アタッカー,アビドス,神秘,重装甲,2A,1S,5D,650,帽子,バッグ,腕時計,☆,-,icon/ホシノ（臨戦）攻撃型.png,ホシノ（臨戦）攻撃型,https://bluearchive.wikiru.jp/?%E3%83%9B%E3%82%B7%E3%83%8E%EF%BC%88%E8%87%A8%E6%88%A6%EF%BC%89
217,マキ,マキ,,★3,MG,×,STRIKER,BACK,アタッカー,ミレニアム,貫通,軽装備,4C,1S,4C,750,グローブ,ヘアピン,腕時計,●,○,icon/マキ.png,マキ,https://bluearchive.wikiru.jp/?%E3%83%9E%E3%82%AD
218,マキ（キャンプ）,マキ,キャンプ,★3,MG,×,SPECIAL,BACK,アタッカー,ミレニアム,爆発,重装甲,5D,1S,3B,1000,帽子,ヘアピン,腕時計,○,-,icon/マキ（キャンプ）.png,マキ（キャンプ）,https://bluearchive.wikiru.jp/?%E3%83%9E%E3%82%AD%EF%BC%88%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%97%EF%BC%89
219,マコト,マコト,,★3,SR,×,SPECIAL,BACK,アタッカー,ゲヘナ,貫通,特殊装甲,5D,3B,1S,1000,グローブ,バッグ,腕時計,◇,-,icon/マコト.png,マコト,https://bluearchive.wikiru.jp/?%E3%83%9E%E3%82%B3%E3%83%88
220,マコト（水着）,マコト,水着,★3,SR,○,STRIKER,BACK,アタッカー,ゲヘナ,神秘,重装甲,3B,5D,1S,750,帽子,ヘアピン,腕時計,◇,-,icon/マコト（水着）.png,マコト（水着）,https://bluearchive.wikiru.jp/?%E3%83%9E%E3%82%B3%E3%83%88%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
221,マシロ,マシロ,,★3,SR,×,SPECIAL,BACK,アタッカー,トリニティ,爆発,重装甲,3B,1S,5D,1000,帽子,ヘアピン,腕時計,●,○,icon/マシロ.png,マシロ,https://bluearchive.wikiru.jp/?%E3%83%9E%E3%82%B7%E3%83%AD
222,マシロ（水着）,マシロ,水着,★3,SR,×,SPECIAL,BACK,アタッカー,トリニティ,神秘,軽装備,3B,1S,5D,1000,帽子,ヘアピン,腕時計,◇,-,icon/マシロ_水着.png,マシロ_水着,https://bluearchive.wikiru.jp/?%E3%83%9E%E3%82%B7%E3%83%AD%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
223,マリー（体操服）,マリー,体操服,★3,HG,○,STRIKER,MIDDLE,ヒーラー,トリニティ,神秘,特殊装甲,3B,5D,1S,550,シューズ,ヘアピン,ネックレス,◇,-,icon/マリー（体操服）.png,マリー（体操服）,https://bluearchive.wikiru.jp/?%E3%83%9E%E3%83%AA%E3%83%BC%EF%BC%88%E4%BD%93%E6%93%8D%E6%9C%8D%EF%BC%89
224,マリー（アイドル）,マリー,アイドル,★3,HG,○,STRIKER,MIDDLE,ヒーラー,トリニティ,爆発,重装甲,5D,1S,3B,550,シューズ,ヘアピン,ネックレス,◇,-,icon/マリー（アイドル）.png,マリー（アイドル）,https://bluearchive.wikiru.jp/?%E3%83%9E%E3%83%AA%E3%83%BC%EF%BC%88%E3%82%A2%E3%82%A4%E3%83%89%E3%83%AB%EF%BC%89
225,マリナ,マリナ,,★3,SMG,○,STRIKER,FRONT,タンク,レッドウィンター,貫通,軽装備,5D,3B,1S,350,シューズ,バッジ,お守り,○,-,icon/マリナ_仮icon.png,マリナ_仮icon,https://bluearchive.wikiru.jp/?%E3%83%9E%E3%83%AA%E3%83%8A
226,マリナ（チーパオ）,マリナ,チーパオ,★3,SMG,○,STRIKER,FRONT,アタッカー,レッドウィンター,貫通,重装甲,5D,1S,3B,550,グローブ,ヘアピン,腕時計,○,-,icon/マリナ（チーパオ）.png,マリナ（チーパオ）,https://bluearchive.wikiru.jp/?%E3%83%9E%E3%83%AA%E3%83%8A%EF%BC%88%E3%83%81%E3%83%BC%E3%83%91%E3%82%AA%EF%BC%89
227,ミカ,ミカ,,★3,SMG,○,STRIKER,FRONT,アタッカー,トリニティ,貫通,軽装備,5D,2A,1S,450,帽子,バッジ,腕時計,★,-,icon/ミカ.png,ミカ,https://bluearchive.wikiru.jp/?%E3%83%9F%E3%82%AB
228,ミカ（水着）,ミカ,水着,★3,SMG,○,STRIKER,FRONT,アタッカー,トリニティ,振動,特殊装甲,1S,2A,5D,550,帽子,ヘアピン,腕時計,☆,-,icon/ミカ（水着）.png,ミカ（水着）,https://bluearchive.wikiru.jp/?%E3%83%9F%E3%82%AB%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
229,ミサキ,ミサキ,,★3,RL,○,STRIKER,BACK,アタッカー,アリウス,爆発,特殊装甲,3B,5D,1S,850,グローブ,ヘアピン,腕時計,○,○,icon/ミサキ.png,ミサキ,https://bluearchive.wikiru.jp/?%E3%83%9F%E3%82%B5%E3%82%AD
230,ミサキ（水着）,ミサキ,水着,★3,RL,×,SPECIAL,BACK,アタッカー,アリウス,爆発,特殊装甲,5D,3B,1S,1000,帽子,バッグ,腕時計,○,-,icon/ミサキ（水着）.png,ミサキ（水着）,https://bluearchive.wikiru.jp/?%E3%83%9F%E3%82%B5%E3%82%AD%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
231,ミチル（ドレス）,ミチル,ドレス,★3,SG,×,SPECIAL,BACK,ヒーラー,百鬼夜行,爆発,軽装備,5D,3B,1S,1000,シューズ,ヘアピン,ネックレス,○,-,icon/ミチル（ドレス）.png,ミチル（ドレス）,https://bluearchive.wikiru.jp/?%E3%83%9F%E3%83%81%E3%83%AB%EF%BC%88%E3%83%89%E3%83%AC%E3%82%B9%EF%BC%89
232,ミドリ,ミドリ,,★3,SR,○,STRIKER,BACK,アタッカー,ミレニアム,貫通,軽装備,3B,1S,5D,750,グローブ,ヘアピン,腕時計,●,○,icon/ミドリ.png,ミドリ,https://bluearchive.wikiru.jp/?%E3%83%9F%E3%83%89%E3%83%AA
233,ミドリ（メイド）,ミドリ,メイド,★3,SR,○,STRIKER,BACK,アタッカー,ミレニアム,振動,軽装備,5D,1S,3B,750,帽子,ヘアピン,腕時計,○,-,icon/ミドリ（メイド）.png,ミドリ（メイド）,https://bluearchive.wikiru.jp/?%E3%83%9F%E3%83%89%E3%83%AA%EF%BC%88%E3%83%A1%E3%82%A4%E3%83%89%EF%BC%89
234,ミナ,ミナ,,★3,HG,○,STRIKER,MIDDLE,サポーター,山海経,爆発,重装甲,5D,3B,1S,550,グローブ,ヘアピン,お守り,○,-,icon/ミナ.png,ミナ,https://bluearchive.wikiru.jp/?%E3%83%9F%E3%83%8A
235,ミネ,ミネ,,★3,SG,×,STRIKER,FRONT,タンク,トリニティ,爆発,軽装備,3B,1S,5D,350,シューズ,バッグ,お守り,○,-,icon/ミネ.png,ミネ,https://bluearchive.wikiru.jp/?%E3%83%9F%E3%83%8D
236,ミノリ,ミノリ,,★3,AR,×,SPECIAL,BACK,アタッカー,レッドウィンター,爆発,特殊装甲,5D,3B,1S,1000,帽子,バッグ,腕時計,○,-,icon/ミノリ.png,ミノリ,https://bluearchive.wikiru.jp/?%E3%83%9F%E3%83%8E%E3%83%AA
237,ミモリ,ミモリ,,★3,HG,○,STRIKER,MIDDLE,サポーター,百鬼夜行,神秘,軽装備,1S,5D,3B,550,グローブ,バッグ,ネックレス,○,○,icon/ミモリ_仮icon.png,ミモリ_仮icon,https://bluearchive.wikiru.jp/?%E3%83%9F%E3%83%A2%E3%83%AA
238,ミモリ（水着）,ミモリ,水着,★3,HG,×,SPECIAL,BACK,サポーター,百鬼夜行,神秘,特殊装甲,3B,5D,1S,1000,シューズ,バッジ,ネックレス,○,-,icon/ミモリ（水着）.png,ミモリ（水着）,https://bluearchive.wikiru.jp/?%E3%83%9F%E3%83%A2%E3%83%AA%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
239,ミヤコ,ミヤコ,,★3,SMG,○,STRIKER,FRONT,タンク,SRT,貫通,重装甲,1S,5D,3B,350,シューズ,バッジ,お守り,○,○,icon/ミヤコ.png,ミヤコ,https://bluearchive.wikiru.jp/?%E3%83%9F%E3%83%A4%E3%82%B3
240,ミヤコ（水着）,ミヤコ,水着,★3,SMG,○,STRIKER,FRONT,タンク,SRT,爆発,重装甲,5D,3B,1S,350,グローブ,バッジ,お守り,○,-,icon/ミヤコ（水着）.png,ミヤコ（水着）,https://bluearchive.wikiru.jp/?%E3%83%9F%E3%83%A4%E3%82%B3%EF%BC%88%E6%B0%B4%E7%9D%80%EF%BC%89
241,ミユ,ミユ,,★3,SR,○,STRIKER,BACK,サポーター,SRT,貫通,軽装備,1S,3B,5D,750,グローブ,ヘアピン,腕時計,○,-,icon/ミユ.png,ミユ,https://bluearchive.wikiru.jp/?%E3%83%9F%E3%83%A6
242,ミヨ,ミヨ,,★3,SR,○,STRIKER,BACK,サポーター,ワイルドハント,振動,弾力装甲,1S,5D,3B,750,グローブ,ヘアピン,腕時計,○,-,icon/ミヨ.png,ミヨ,https://bluearchive.wikiru.jp/?%E3%83%9F%E3%83%A8
243,ムツキ（正月）,ムツキ,正月,★3,MG,×,STRIKER,BACK,アタッカー,ゲヘナ,神秘,重装甲,5D,1S,3B,750,グローブ,バッジ,腕時計,◇,-,icon/ムツキ（正月）.png,ムツキ（正月）,https://bluearchive.wikiru.jp/?%E3%83%A0%E3%83%84%E3%82%AD%EF%BC%88%E6%AD%A3%E6%9C%88%EF%BC%89
